time_s,data_signal,modulated_signal,and_gate_output,or_gate_output,xor_gate_output
2.8014007003501753e-10,0.0,-0.02872368376632344,0.8010371271350363,-0.8115956610417687,1.612632788176805
2.9014507253626814e-10,0.0,0.002293918027190244,0.8466640911662701,-0.888928175829516,1.7991190973046383
3.001500750375188e-10,0.0,-0.0030376996103474822,0.7037572834306915,-0.7037651053547641,1.7037461690346907
3.101550775387694e-10,1.0,-0.833340683078032,0.4269550629057787,-0.44964423033410356,1.3764947969940693
3.2016008004002004e-10,1.0,-0.7071202446613231,0.12208877052238173,-0.1514653610840412,0.9281395378304282
3.3016508254127065e-10,1.0,-0.5073396521850736,-0.0942803592526399,0.1615547082846903,0.4893012661525441
3.4017008504252126e-10,1.0,-0.24632542688551268,-0.13942670703405702,0.4587449817277647,0.16450404444563482
3.5017508754377193e-10,1.0,-0.015327264948002475,0.003910782796753539,0.7109855318246481,0.0015897268784814053
3.6018009004502254e-10,1.0,0.23195573424536411,0.2809290861683427,0.8935607902418321,0.033463722061651824
3.7018509254627315e-10,1.0,0.5142912197014431,0.5857142459866956,0.9885812809466827,0.006765358144393496
3.801900950475238e-10,1.0,0.7277031037576532,0.8017360476522652,0.9867365047740276,0.010776759741914055
3.9019509754877443e-10,1.0,0.8378303024415872,0.846401667678261,0.9529326582233045,0.10653099054504356
4.0020010005002504e-10,1.0,0.8907657120523063,0.7026338497771641,0.999980241102244,0.2973463913250799
4.1020510255127566e-10,1.0,0.8522076699914245,0.42540014775804935,0.9490456400237427,0.5236454922656933
4.2021010505252627e-10,1.0,0.735979995818579,0.12069687328441654,0.8051196370528254,0.6844227637684088
4.3021510755377694e-10,1.0,0.5775066909280733,-0.09497706672596491,0.5823046949379661,0.6772817616639311
4.4022011005502755e-10,1.0,0.27745557594416836,-0.1391618486782741,0.30243313970862973,0.4415949883869038
4.5022511255627816e-10,1.0,-1.844127755202922e-05,0.005035942205312581,-0.007072060578626936,0.012108002783939517
4.6023011505752883e-10,1.0,-0.2856743581361757,0.2824843581407908,-0.3158843112333911,0.5983686693741819
4.702351175587794e-10,1.0,-0.5625450401184144,0.5871049946922777,-0.5937449156252,1.1808499103174777
4.802401200600301e-10,1.0,-0.726566860523493,0.8024305403609094,-0.8134279469457083,1.6158584873066177
4.902451225612807e-10,1.0,-0.8131534214145084,0.8461343751088689,-0.8874840714017957,1.7995423317974726
5.002501250625313e-10,1.0,-0.9220286127785273,0.7015069673925682,-0.7015286258405586,1.7014760941720144
5.102551275637819e-10,1.0,-0.8383040192405827,0.4238445228022022,-0.44683451521054385,1.3723937247421887
5.202601300650325e-10,1.0,-0.6855976892005743,0.1193072765461891,-0.14835771781500728,0.9234937948030805
5.302651325662832e-10,1.0,-0.49830524431506235,-0.09566934295462227,0.1646557800081662,0.485356983299321
5.402701350675338e-10,1.0,-0.3048151746837704,-0.13889212255545066,0.46153562612174887,0.1620426584116251
5.502751375687844e-10,1.0,-0.005656531925696413,0.006164544782690233,0.7131923100539169,0.0024790492322595316
5.602801400700351e-10,1.0,0.2805087008794455,0.2840403322378445,0.8949674730835256,0.03333470180580678
5.702851425712857e-10,1.0,0.5414453964625149,0.5884934360310278,0.9890500358204142,0.0065153246156205435
5.802901450725363e-10,1.0,0.7170978775702258,0.8031205983997456,0.9862214011459918,0.011220479036332609
5.90295147573787e-10,1.0,0.8417888883132377,0.8458622160988032,0.9538809003603397,0.10801868426153649
6.003001500750376e-10,1.0,0.8725180300847563,0.7003766474099078,0.9999555426630562,0.2995788952531484
6.103051525762882e-10,1.0,0.8362756038007214,0.42228820340699247,0.9480504210631603,0.5257622176561678
6.203101550775388e-10,1.0,0.7200423027831078,0.1179199940361828,0.8032514132249231,0.6853314191887403
6.303151575787894e-10,1.0,0.5200737103217438,-0.096357181099287,0.5797465225105165,0.6761037036098035
6.403201600800401e-10,1.0,0.2580483797491503,-0.13861753133033874,0.29943567895578105,0.43805321028611977
6.503251625812907e-10,1.0,-0.015251848416927893,0.007296579378891309,-0.010215106102725713,0.017511685481617023
6.603301650825413e-10,1.0,-0.28776851576132145,0.28559699308730224,-0.318864972978887,0.6044619660661892
6.70335167583792e-10,1.0,-0.513751003408731,0.5898795562858768,-0.5962711360739013,1.186150692359778
6.803401700850425e-10,1.0,-0.7556408143599954,0.8038062149513667,-0.8152521966099796,1.6190584115613462
6.903451725862932e-10,1.0,-0.8806629706751518,0.8455851933368502,-0.8860311990989098,1.7999366814072557
7.003501750875439e-10,1.0,-0.914187648875306,0.6992429009961493,-0.6992852155930398,1.6991823897827745
7.103551775887944e-10,1.0,-0.8631699191312147,0.42073120494803984,-0.44402038559733414,1.3682805035732286
7.203601800900451e-10,1.0,-0.7256911121499013,0.11653503946002768,-0.145248608849861,0.9188493637265434
7.303651825912957e-10,1.0,-0.5528319527992505,-0.09704057436448077,0.1677552250192633,0.4814247125041555
7.403701850925463e-10,1.0,-0.3065917396854385,-0.13833807771575563,0.46432171078684437,0.15959775966158019
7.50375187593797e-10,1.0,0.027330717564839367,0.00843203481000131,0.7153920423188184,0.0033545581505107225
7.603801900950476e-10,1.0,0.30537779550324395,0.28715432531017326,0.8963653141179834,0.03319979904896814
7.703851925962982e-10,1.0,0.5597056278712849,0.5912633417626836,0.9895090194007446,0.006268697026369452
7.803901950975489e-10,1.0,0.7136160403812977,0.8044873832422423,0.985696554169975,0.011673918974824393
7.903951975987994e-10,1.0,0.8423530871400365,0.8453033095598497,0.9548197186565094,0.10951640909665972
8.004002001000501e-10,1.0,0.9054519580445878,0.6981057393521098,0.9999209651898044,0.3018152258376946
8.104052026013008e-10,1.0,0.8887028812571789,0.4191735428076583,0.9470458358637759,0.5278722930561176
8.204102051025513e-10,1.0,0.7413154327115042,0.11515242650033608,0.8013752536961507,0.6862228271958146
8.30415207603802e-10,1.0,0.5273707188324589,-0.0977195159986381,0.5771826224927878,0.674902138491426
8.404202101050525e-10,1.0,0.25781028143906926,-0.13805376447255455,0.2964352599361467,0.4344890244087013
8.504252126063032e-10,1.0,-0.023435139839213266,0.009570899858326334,-0.01335805070695138,0.022928950565277714
8.604302151075539e-10,1.0,-0.3113813395615486,0.2887123135208356,-0.3218424845064044,0.61055479802724
8.704352176088044e-10,1.0,-0.5308536795558115,0.5926447787903828,-0.5987914656778437,1.1914362444682265
8.804402201100551e-10,1.0,-0.7357231669771104,0.8051640965427839,-0.8170683920119609,1.6222324885547448
8.904452226113058e-10,1.0,-0.8470225614427921,0.8450165675526647,-0.8845695732744665,1.8003021585148478
9.004502251125563e-10,1.0,-0.8718969314562038,0.6969651737123502,-0.6970348967759217,1.6968651456306947
9.10455227613807e-10,1.0,-0.8510297122708309,0.41761523237474346,-0.44120186929658645,1.3641552663971572
9.204602301150577e-10,1.0,-0.7240937464691087,0.11377216881659889,-0.14213806490496475,0.9142063726498111
9.304652326163082e-10,1.0,-0.4808118644309406,-0.09839399929417168,0.17085301269709388,0.4775045332568163
9.404702351175588e-10,1.0,-0.2500136502159504,-0.13776459440960126,0.46710320819800843,0.15716935592884695
9.504752376188095e-10,1.0,0.029615921852062015,0.010713163272477006,0.7175847068871536,0.004216312188267093
9.604802401200601e-10,1.0,0.2838194368036597,0.29027094232718614,0.8977542995352721,0.03305910741743401
9.704852426213107e-10,1.0,0.5414312074468657,0.594023853721101,0.9899582271531592,0.0060255599085490275
9.804902451225614e-10,1.0,0.7121359708510849,0.8058363481674266,0.9851619690311909,0.012137115586850045
9.90495247623812e-10,1.0,0.8640768074571368,0.8447249701481556,0.9557491038367825,0.11102413368862685
1.0005002501250626e-09,1.0,0.8696658884290807,0.6958212153450556,0.999876509024096,0.3040552936790404
1.0105052526263133e-09,1.0,0.8346563761049858,0.4160562890445674,0.9460318943503622,0.5299756053057948
1.0205102551275639e-09,1.0,0.7236575171090764,0.11239428004503786,0.7994911770019708,0.687096896956933
1.0305152576288145e-09,1.0,0.4821545773209226,-0.0990640175875444,0.574613020214763,0.6736770378023074
1.040520260130065e-09,1.0,0.24649551283430904,-0.1374705703837434,0.29343191229228294,0.4309024826760264
1.0505252626313158e-09,1.0,-0.02551570333260695,0.011858813767494997,-0.01650086334067913,0.028359677108174126
1.0605302651325663e-09,1.0,-0.2515984050473643,0.2918301963307894,-0.32481681639969273,0.6166470127304822
1.070535267633817e-09,1.0,-0.586346358940188,0.5954005529303042,-0.6013058795375043,1.1967064324678085
1.0805402701350677e-09,1.0,-0.721970994746026,0.8065041314746728,-0.8188765152085963,1.625380646683269
1.0905452726363182e-09,1.0,-0.8434438838036554,0.8444285202271523,-0.8830992083685623,1.8006387763626432
1.1005502751375688e-09,1.0,-0.9108097552793425,0.6946738755519322,-0.694777691621169,1.6945244521169416
1.1105552776388196e-09,1.0,-0.8560636216187661,0.41449672821868283,-0.43837899415376036,1.3600181463213465
1.1205602801400701e-09,1.0,-0.7483046196755024,0.11101877379846578,-0.1390261167108614,0.9095649493300482
1.1305652826413207e-09,1.0,-0.47479316926535425,-0.09972956425932641,0.17394911243715092,0.47359652439984645
1.1405702851425715e-09,1.0,-0.28391034657374303,-0.13717169529978335,0.4698800908755054,0.15475745420769588
1.150575287643822e-09,1.0,-0.010725157031521437,0.013007840024949159,0.7197702820965494,0.00506437044067312
1.1605802901450726e-09,1.0,0.2876198220951869,0.2933900601270415,0.8991344156129428,0.032912720672463924
1.1705852926463233e-09,1.0,0.553146896979716,0.5967748628169329,0.9903976546397213,0.005785997481169036
1.180590295147574e-09,1.0,0.7629877722385366,0.8071674398671775,0.98461765101106,0.012610104277326895
1.1905952976488245e-09,1.0,0.8735712822621395,0.8441272207184216,0.9566690467193217,0.11254182600090012
1.2006003001500752e-09,1.0,0.8973743882560289,0.6935231656680875,0.9998221746051345,0.306299008937047
1.2106053026513258e-09,1.0,0.8770267206859405,0.41293656530472317,0.9450086065401283,0.5320720412354052
1.2206103051525764e-09,1.0,0.7184064811599287,0.10964566366615333,0.797599201756071,0.6879535380899177
1.230615307653827e-09,1.0,0.5050758289632441,-0.10039063273426818,0.5720377410627652,0.6724283737970334
1.2406203101550777e-09,0.0,0.03798486025085765,-0.13686797211044988,0.2904256656956723,0.4272936378061222
1.2506253126563283e-09,0.0,0.02596730621446644,0.014160230693070415,-0.01964351295455777,0.033803743647628184
1.2606303151575788e-09,0.0,0.006359934264243841,0.2949505183053164,-0.32778793927392624,0.6227384575792426
1.2706353176588296e-09,0.0,0.016286203613372255,0.5981467698035197,-0.6038143528117954,1.201961122615315
1.2806403201600801e-09,0.0,0.03499705247030824,0.8078262667918062,-0.8206765483365809,1.6285028151283871
1.2906453226613307e-09,0.0,0.011111484133464118,0.8438210745986449,-0.8816201189076279,1.8009465490537673
1.3006503251625815e-09,0.0,0.02618886995974816,0.6923690970619342,-0.6925136224287669,1.6921604002765542
1.310655327663832e-09,0.0,0.001578076165783544,0.4113758157162758,-0.43555178805738193,1.3558692766456084
1.3206603301650826e-09,0.0,-0.039860942947511704,0.1082749632137178,-0.1359127950119459,0.9049252212280651
1.3306653326663334e-09,0.0,-0.03327959924698202,-0.10104721648136432,0.1770434936516032,0.4697007641262206
1.340670335167584e-09,0.0,-0.030191632420626502,-0.13655940381636952,0.47265233138520346,0.15236206075390882
1.3506753376688345e-09,0.0,0.022930117936289372,0.015315974386845949,0.7219487463546737,0.005898792539727022
1.360680340170085e-09,0.0,0.00317727602089304,0.2965115554490951,0.900505648716185,0.032760732705698625
1.3706853426713358e-09,0.0,0.01899993121793875,0.5995162603363523,0.9908272975191178,0.00555009364627479
1.3806903451725864e-09,0.0,-0.03285877027228237,0.8084806057396905,0.9840636054871542,0.01309291982470373
1.390695347673837e-09,0.0,-0.018030004941828447,0.843510084892383,0.9575795382155782,0.11406945332319518
1.4007003501750877e-09,0.0,0.023109601233668335,0.6912116811350676,0.999757962469715,0.30854628133464745
1.4107053526763383e-09,0.0,-0.011298558527640586,0.4098144948727173,0.9439759825426166,0.5341614876698992
1.4207103551775888e-09,0.0,0.011502871524835749,0.10690668598295146,0.7956993466501745,0.688792660667223
1.4307153576788396e-09,0.0,0.0178370080815104,-0.10169930901391022,0.5694568104791783,0.6711561194930885
1.4407203601800902e-09,0.0,0.023356480841563783,-0.1362459934660331,0.28741654984647147,0.4236625433125046
1.4507253626813407e-09,0.0,-0.02628313874035629,0.01647505968814208,-0.022785968500882176,0.03926102818902426
1.4607303651825915e-09,0.0,-0.038143885024469804,0.2980731561361669,-0.33075582377597257,0.6288289799121395
1.470735367683842e-09,0.0,-0.026080750967689432,0.6008833208855918,-0.6063168607183225,1.2072001816039144
1.4807403701850926e-09,0.0,0.006958117524608239,0.8091304502463085,-0.8224684736125314,1.63159892385884
1.4907453726863434e-09,0.0,0.01022080486638796,0.843194254672052,-0.88013231950428,1.8012254915512604
1.500750375187594e-09,0.0,-0.005231516443132654,0.6900509293221422,-0.6902427115665468,1.6897730817749086
1.5107553776888445e-09,0.0,-0.008401043015163465,0.40825261819908965,-0.4327202789387454,1.3517087908571792
1.5207603801900953e-09,0.0,-0.012244984076356158,0.10554084549170645,-0.1327981305662038,0.900287315503882
1.5307653826913458e-09,0.0,0.012056685960692941,-0.10234690388957227,0.1801361257695908,0.4658173299770012
1.5407703851925964e-09,0.0,-0.01248638283472059,-0.13592774415576991,0.4754199023388171,0.1499831810854254
1.550775387693847e-09,0.0,-0.011442778296650951,0.01763747514579605,0.7241200781394547,0.0067196386510117445
1.5607803901950977e-09,0.0,0.007993430384808722,0.2996353049387326,0.9018679852979362,0.03260323753458372
1.5707853926963483e-09,0.0,-0.00948385244633276,0.6022479379453878,0.9912471515467055,0.005317931984893831
1.5807903951975988e-09,0.0,-0.0005411456660458519,0.8097757938915423,0.9834998379331531,0.013585596379049103
1.5907953976988496e-09,0.0,0.00588584469159286,0.8428735870578894,0.9584805693303743,0.11560698227248489
1.6008004002001002e-09,0.0,-0.0260597187435092,0.6888868530907694,0.9996838732522201,0.3107970201614507
1.6108054027013507e-09,0.0,-0.03182813856141776,0.4066902011259043,0.9429340325596117,0.5362438314337075
1.6208104052026015e-09,0.0,-0.0037815330711657756,0.10417745523377366,0.7937916304538359,0.6896141752200623
1.630815407703852e-09,0.0,0.040969028149825316,-0.1029899947104571,0.5668702539622604,0.6698602486727175
1.6408204102051026e-09,0.0,-0.024881916911495994,-0.13560465902971394,0.28440459447313976,0.4200092535028537
1.6508254127063534e-09,0.0,0.002868107705075388,0.018803209275765925,-0.02592819893383964,0.04473140820960557
1.660830415207604e-09,0.0,0.015381192506639493,0.30119798642357765,-0.333720440584696,0.6349184270082737
1.6708354177088545e-09,0.0,0.023334866690813416,0.6036100980340486,-0.6088133785336199,1.2124234765676687
1.680840420210105e-09,0.0,0.02131993154342577,0.8104166302997304,-0.8242522733331782,1.6346689036329085
1.6908454227113559e-09,0.0,-0.01754518256475173,0.8425480852179211,-0.8786358248572063,1.8014756196772064
1.7008504252126064e-09,0.0,-0.021602631533293434,0.6877194639414193,-0.6879649814698968,1.6873625889040402
1.710855427713857e-09,0.0,-0.002164168899699782,0.4051272590890193,-0.42988449477168217,1.3475368226258206
1.7208604302151077e-09,0.0,0.0047792915923520205,0.10281652867873681,-0.12968215414487927,0.8956513590122265
1.7308654327163583e-09,0.0,0.007701713089845781,-0.10362857512316903,0.18322697823753722,0.4619462988390264
1.7408704352176089e-09,0.0,0.0022568053883733033,-0.13527674127977898,0.4781827763942156,0.1476208199829804
1.7508754377188596e-09,0.0,0.0015612920002109681,0.019972250561207276,0.7262842559992777,0.007526969470387539
1.7608804402201102e-09,0.0,0.00629807385798835,0.3027611851522392,0.9032214118990194,0.03244032929778368
1.7708854427213608e-09,0.0,-0.01050565146860757,0.6049697876941562,0.9916572125745465,0.005089595753002829
1.7808904452226115e-09,0.0,-0.013930337217277456,0.8110529531397528,0.9829263539187834,0.014088167460181822
1.790895447723862e-09,0.0,-0.03212003498634626,0.8422177523679323,0.9593721311619974,0.1171543787940651
1.8009004502251126e-09,0.0,-0.004000831980641468,0.6865487734072769,0.999599907684612,0.3130511342773351
1.8109054527263634e-09,0.0,-0.03327225354424927,0.40356380752946447,0.9418827668850236,0.5383189593555591
1.820910455227614e-09,0.0,-0.0018230856405048194,0.10145807927182729,0.791876072014304,0.6904179927424767
1.8309154577288645e-09,0.0,-0.01874187452562265,-0.10426263881886418,0.56427809706581,0.6685407358846742
1.8409204602301153e-09,0.0,0.005970102467797294,-0.13494399414561672,0.28138982933221646,0.4163338234778332
1.8509254627313659e-09,0.0,0.010106206981449093,0.02114458745260264,-0.02907017320984857,0.05021476066245121
1.8609304652326164e-09,1.0,-0.29789536643593467,0.30432488568113725,-0.3366817604112374,0.6410066460923747
1.870935467733867e-09,1.0,-0.5448323019062618,0.6063269934926867,-0.6113038815934235,1.2176308750861102
1.8809404702351176e-09,1.0,-0.7538669415875747,0.811684756125069,-0.8260279298755155,1.6377126860005844
1.8909454727363683e-09,1.0,-0.8806562909885831,0.8418825917714403,-0.8771306497509757,1.8016969501118512
1.900950475237619e-09,1.0,-0.9014585229256967,0.6853747930541428,-0.6856804546415954,1.684929014579077
1.9109554777388694e-09,1.0,-0.8627992279899035,0.401999861893353,-0.42704446357223347,1.343353505798763
1.9209604802401202e-09,1.0,-0.7154132138410482,0.10010212043380359,-0.12656489653217812,0.8910174782980865
1.930965482741371e-09,1.0,-0.5417344951371846,-0.10489217953333292,0.1863160205194482,0.4580877469426298
1.9409704852426213e-09,1.0,-0.2517720202046511,-0.13460642091459663,0.48094092625565216,0.14527498149082968
1.950975487743872e-09,1.0,0.00017032847913396598,0.02232020836788631,0.7284412585531909,0.008320846220671824
1.960980490245123e-09,1.0,0.27631012173276226,0.30588907256174824,0.9045659151483048,0.032272102250589574
1.9709854927463732e-09,1.0,0.5487729352407417,0.6076817020211496,0.9920574765514533,0.0048651678775039064
1.980990495247624e-09,1.0,0.7581103248598589,0.8123120330138038,0.9823431591097648,0.014600665955821657
1.9909954977488748e-09,1.0,0.9081347630390129,0.8415426067396524,0.960254214902286,0.1187116081626336
2.001000500250125e-09,1.0,0.8784744579358014,0.6841975344803349,0.9995060665964263,0.31530853211609133
2.011005502751376e-09,1.0,0.8327421973386672,0.40043543763160877,0.940822195904813,0.5403867582732043
2.0210105052526267e-09,1.0,0.7342906551236369,0.09874866556082541,0.7899526902562697,0.6912040246954443
2.031015507753877e-09,1.0,0.5165478369306101,-0.1055171910470361,0.5616803653989837,0.6671975564460197
2.0410205102551278e-09,1.0,0.25649394835382827,-0.13426402492176134,0.27837228420799337,0.4126363091297547
2.0510255127563785e-09,1.0,-0.027063744262407697,0.023499101692553544,-0.03221186028786516,0.0557109619804187
2.061030515257629e-09,1.0,-0.31910685928093313,0.30745373034070145,-0.3396397539993366,0.647093484340038
2.0710355177588797e-09,1.0,-0.5335994126083161,0.6090338998957624,-0.6137883452928523,1.2228222451886146
2.08104052026013e-09,1.0,-0.7044408511980086,0.8129347776087839,-0.8277954256969879,1.6407302033057718
2.0910455227613808e-09,1.0,-0.8631978930077331,0.8411978006314448,-0.8756168090559285,1.8018895003926754
2.1010505252626316e-09,1.0,-0.8886157811621725,0.6830170093165321,-0.6833891536515594,1.6824724523345567
2.111055527763882e-09,1.0,-0.8257459312000965,0.3988705501999477,-0.4242002133984244,1.3391589743957977
2.1210605302651327e-09,1.0,-0.682735581868681,0.09739772802434286,-0.12344638852497067,0.8863857995922795
2.1310655327663835e-09,1.0,-0.5259617441978339,-0.10613766718520322,0.189403222097213,0.4542417498593867
2.141070535267634e-09,1.0,-0.22167197393701743,-0.133916809549806,0.48369432467405904,0.1429456689174508
2.1510755377688846e-09,1.0,0.061912819607238566,0.02468125577972721,0.7305910644911549,0.009101330648314195
2.1610805402701353e-09,1.0,0.28163904082039437,0.3090188435600163,0.9059014817627964,0.032098650760332526
2.1710855427713857e-09,0.0,-0.02909868295637222,0.6103835737575042,0.99244793952303,0.004644730952216181
2.1810905452726365e-09,0.0,-0.048061926860327765,0.8135529837576343,0.981750259267755,0.01512312411976846
2.1910955477738872e-09,0.0,0.02279513971701161,0.8408481768533186,0.9611268118367156,0.12027863498339697
2.2011005502751376e-09,0.0,-0.0372248643564933,0.681833229225733,0.9994023509147636,0.3175691216890306
2.2111055527763884e-09,0.0,0.009938141154000431,0.39730521505859795,0.9397523300968552,0.5424471150382573
2.221110555277639e-09,0.0,-0.01914878350595864,0.09604932117086006,0.7880215041817445,0.6919721830108845
2.2311155577788895e-09,0.0,-0.013774881496711336,-0.10675360181784285,0.5590770846259843,0.6658306864438271
2.2411205602801402e-09,0.0,-0.025445138401923854,-0.13356477822903412,0.2753519889122336,0.40891676714126773
2.251125562781391e-09,0.0,0.00463001451470323,0.025866658950390368,-0.035353229129654565,0.06121988808004493
2.2611305652826414e-09,0.0,0.002497469171277911,0.3105843967571985,-0.3425943921255483,0.6531787888827468
2.271135567783892e-09,0.0,-0.004405371846947734,0.6117307102723264,-0.6162667450867361,1.2279974553590625
2.281140570285143e-09,0.0,-0.023811183374998365,0.8141666453527904,-0.8295547433356797,1.64372138868847
2.2911455727863933e-09,0.0,0.02707619483859905,0.8404937388593725,-0.8740943177280173,1.8020532889134435
2.301150575287644e-09,0.0,0.04385086598974541,0.6806462059030187,-0.6810911011366511,1.6799929963207911
2.311155577788895e-09,0.0,0.0074955746676568956,0.3957394476722675,-0.42135177234991633,1.3349533626041863
2.321160580290145e-09,0.0,-0.01148743266062042,0.0947034583219747,-0.12032666093246641,0.8817564488069946
2.331165582791396e-09,0.0,0.0024627532450974664,-0.10736498885985084,0.19248855247089916,0.4504083824998954
2.3411705852926467e-09,0.0,0.0008295174192473846,-0.13320793443732637,0.48644294444731634,0.1406328848362962
2.351175587793897e-09,0.0,0.005071758358133671,0.02705529949335193,0.7327336525742292,0.009868485020027042
2.361180590295148e-09,0.0,-0.020838954498556363,0.3121503744654072,0.9072280985478055,0.03192006930178254
2.3711855927963986e-09,0.0,0.023051904335093357,0.6130752961312054,0.9928285976317084,0.004428367233885178
2.381190595297649e-09,0.0,0.021886996104350298,0.8147757563316039,0.9811476602502938,0.015655573570107495
2.3911955977988997e-09,0.0,0.02229387787696879,0.8401344901512641,0.9619899133444938,0.12185542319322973
2.4012006003001505e-09,0.0,0.008285948949739675,0.6794559510755867,0.9992887616642797,0.31983281058869306
2.411205602801401e-09,0.0,0.00949061151234474,0.3941732635099418,0.9386731800308659,0.5444999165209241
2.4212106053026516e-09,0.0,-0.00866470291426434,0.09336015277405413,0.7860825328698301,0.692722380095776
2.431215607803902e-09,0.0,0.02962103274565649,-0.10797182227104528,0.5564682804658782,0.6644401027369234
2.4412206103051527e-09,0.0,0.03434449065292552,-0.13284628170011803,0.2723289732838434,0.40517525498396145
2.4512256128064035e-09,0.0,0.007368031859970885,0.02824716566548014,-0.03849424870016146,0.0667414143656416
2.461230615307654e-09,0.0,-0.010182244516449024,0.31371676121360736,-0.3455456455996176,0.6592624068132249
2.4712356178089046e-09,0.0,-0.020889186205432245,0.6144173180503533,-0.6187390564897678,1.233156374540121
2.4812406203101554e-09,1.0,-0.762102907441713,0.8153803106763851,-0.8313058654104512,1.646686176086836
2.4912456228114057e-09,1.0,-0.8839228012986758,0.8397704342781911,-0.8725631908086507,1.8021883349232217
2.5012506253126565e-09,1.0,-0.9211764827790295,0.6782624765025167,-0.6787863198004086,1.677490741300125
2.5112556278139073e-09,1.0,-0.8246687045531818,0.3926066780446386,-0.41849916856785807,1.3307368047738604
2.5212606303151576e-09,1.0,-0.7068900228032448,0.09201941779828611,-0.1172057445759166,0.8771295515313918
2.5312656328164084e-09,1.0,-0.49258801783456635,-0.10857409605623168,0.1955719811590747,0.4465877191115529
2.541270635317659e-09,1.0,-0.2413233157772338,-0.13247982359034438,0.48918675842048986,0.13833663108660094
2.5512756378189095e-09,1.0,0.042260122457781386,0.029442245691764984,0.7348690016347525,0.010622372119394895
2.5612806403201603e-09,1.0,0.28277978347650795,0.31528354152673715,0.9085457523970631,0.03173645245255152
2.571285642821411e-09,1.0,0.6061205333796129,0.6157567627713005,0.9931994471167842,0.004216158638207124
2.5812906453226614e-09,1.0,0.7681166563602881,0.8159803024144389,0.9805353680107403,0.016198045287447504
2.591295647823912e-09,1.0,0.8513303343974117,0.8394015748368207,0.9628435108986246,0.12344193606180398
2.601300650325163e-09,1.0,0.9068381103033168,0.6770657939746982,0.999165299967177,0.3220995059924787
2.6113056528264133e-09,1.0,0.8009326936460769,0.3910397067534397,0.9375847563682718,0.5465450496148321
2.621310655327664e-09,1.0,0.7281715023607287,0.09068126664041387,0.7841357954765371,0.6934545288361232
2.631315657828915e-09,1.0,0.49459614427422216,-0.10917180426526764,0.5538539786922528,0.6630257829575205
2.641320660330165e-09,1.0,0.2540828433137667,-0.13210856372841853,0.26930326718865233,0.4014118309170709
